frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
424.32,-2.76,-2.76,-0.86,-0.86,0.86,-5.85,-1.90,-1.90,-1.89
428.56,-2.78,-2.78,-0.91,-0.91,0.92,-5.83,-1.86,-1.86,-1.87
432.85,-2.80,-2.80,-0.96,-0.97,0.97,-5.82,-1.83,-1.83,-1.83
437.18,-2.81,-2.81,-1.01,-1.01,1.02,-5.81,-1.79,-1.79,-1.80
441.55,-2.82,-2.82,-1.06,-1.05,1.05,-5.80,-1.77,-1.76,-1.76
445.96,-2.81,-2.81,-1.08,-1.08,1.08,-5.78,-1.73,-1.73,-1.73
450.42,-2.80,-2.80,-1.09,-1.10,1.09,-5.78,-1.71,-1.71,-1.70
454.93,-2.77,-2.76,-1.10,-1.09,1.09,-5.77,-1.68,-1.68,-1.67
459.48,-2.71,-2.71,-1.07,-1.07,1.06,-5.76,-1.65,-1.65,-1.64
464.07,-2.64,-2.64,-1.03,-1.03,1.02,-5.76,-1.62,-1.62,-1.61
468.71,-2.54,-2.54,-0.96,-0.96,0.95,-5.75,-1.59,-1.59,-1.58
473.40,-2.43,-2.42,-0.89,-0.88,0.86,-5.75,-1.56,-1.56,-1.54
478.13,-2.28,-2.28,-0.77,-0.77,0.76,-5.75,-1.52,-1.52,-1.51
482.91,-2.13,-2.13,-0.65,-0.64,0.64,-5.75,-1.49,-1.48,-1.48
487.74,-1.96,-1.96,-0.50,-0.50,0.51,-5.75,-1.45,-1.45,-1.46
492.62,-1.78,-1.78,-0.35,-0.36,0.37,-5.76,-1.41,-1.41,-1.42
497.55,-1.61,-1.61,-0.21,-0.21,0.22,-5.76,-1.38,-1.38,-1.40
502.52,-1.44,-1.44,-0.07,-0.07,0.08,-5.77,-1.36,-1.36,-1.36
507.55,-1.27,-1.27,0.07,0.07,-0.08,-5.77,-1.34,-1.34,-1.34
512.62,-1.10,-1.10,0.22,0.22,-0.22,-5.78,-1.32,-1.32,-1.32
517.75,-0.93,-0.93,0.37,0.36,-0.37,-5.79,-1.30,-1.30,-1.30
522.93,-0.76,-0.76,0.51,0.51,-0.52,-5.81,-1.27,-1.27,-1.27
528.16,-0.59,-0.59,0.65,0.65,-0.65,-5.82,-1.24,-1.25,-1.24
533.44,-0.43,-0.43,0.79,0.79,-0.78,-5.84,-1.21,-1.21,-1.22
538.77,-0.29,-0.28,0.91,0.92,-0.90,-5.85,-1.19,-1.19,-1.20
544.16,-0.14,-0.15,1.04,1.03,-1.01,-5.87,-1.15,-1.16,-1.18
549.60,-0.04,-0.03,1.11,1.12,-1.11,-5.89,-1.15,-1.14,-1.15
555.10,0.07,0.07,1.21,1.20,-1.19,-5.91,-1.12,-1.12,-1.14
560.65,0.15,0.15,1.26,1.26,-1.26,-5.93,-1.11,-1.11,-1.11
566.25,0.21,0.22,1.31,1.31,-1.32,-5.95,-1.11,-1.10,-1.10
571.92,0.28,0.28,1.36,1.36,-1.37,-5.98,-1.09,-1.09,-1.07
577.64,0.35,0.35,1.41,1.41,-1.42,-6.00,-1.07,-1.06,-1.06
583.41,0.42,0.42,1.46,1.46,-1.46,-6.03,-1.04,-1.04,-1.04
589.25,0.47,0.47,1.50,1.50,-1.49,-6.06,-1.02,-1.02,-1.03
595.14,0.51,0.51,1.53,1.53,-1.53,-6.08,-1.02,-1.01,-1.01
601.09,0.55,0.55,1.55,1.55,-1.56,-6.11,-1.01,-1.00,-1.00
607.10,0.59,0.59,1.58,1.58,-1.58,-6.14,-0.99,-0.99,-0.99
613.17,0.63,0.63,1.61,1.61,-1.61,-6.17,-0.98,-0.98,-0.97
619.30,0.66,0.66,1.63,1.63,-1.63,-6.21,-0.96,-0.96,-0.97
625.50,0.69,0.69,1.65,1.64,-1.64,-6.24,-0.95,-0.95,-0.95
631.75,0.70,0.71,1.65,1.66,-1.65,-6.27,-0.95,-0.95,-0.95
638.07,0.72,0.72,1.67,1.66,-1.66,-6.30,-0.94,-0.94,-0.94
644.45,0.73,0.73,1.67,1.67,-1.67,-6.34,-0.94,-0.94,-0.94
650.89,0.73,0.74,1.67,1.67,-1.67,-6.37,-0.94,-0.94,-0.93
657.40,0.74,0.74,1.68,1.67,-1.67,-6.41,-0.93,-0.93,-0.94
663.98,0.74,0.74,1.67,1.67,-1.67,-6.44,-0.93,-0.93,-0.93
670.62,0.74,0.74,1.67,1.67,-1.67,-6.48,-0.92,-0.92,-0.93
677.32,0.73,0.73,1.66,1.66,-1.66,-6.51,-0.93,-0.93,-0.93
684.10,0.72,0.72,1.66,1.65,-1.65,-6.55,-0.93,-0.93,-0.94
690.94,0.70,0.70,1.64,1.64,-1.64,-6.59,-0.94,-0.94,-0.94
697.85,0.69,0.69,1.63,1.63,-1.63,-6.62,-0.94,-0.94,-0.94
704.83,0.67,0.68,1.61,1.61,-1.62,-6.66,-0.95,-0.94,-0.93
711.87,0.66,0.66,1.61,1.60,-1.60,-6.70,-0.94,-0.94,-0.94
718.99,0.64,0.64,1.59,1.59,-1.59,-6.73,-0.94,-0.95,-0.95
726.18,0.61,0.62,1.57,1.58,-1.57,-6.77,-0.96,-0.95,-0.96
733.44,0.59,0.59,1.55,1.56,-1.55,-6.81,-0.96,-0.96,-0.96
740.78,0.56,0.56,1.54,1.54,-1.54,-6.84,-0.97,-0.98,-0.98
748.19,0.53,0.53,1.52,1.52,-1.52,-6.88,-0.99,-0.99,-0.98
755.67,0.50,0.51,1.50,1.50,-1.50,-6.91,-1.00,-1.00,-1.00
763.23,0.48,0.48,1.48,1.48,-1.49,-6.95,-1.01,-1.01,-1.00
770.86,0.46,0.46,1.48,1.47,-1.48,-6.98,-1.01,-1.02,-1.02
778.57,0.43,0.43,1.46,1.46,-1.46,-7.02,-1.03,-1.03,-1.03
786.35,0.41,0.41,1.46,1.45,-1.45,-7.05,-1.04,-1.04,-1.04
794.22,0.38,0.38,1.44,1.44,-1.44,-7.08,-1.06,-1.06,-1.05
802.16,0.36,0.36,1.44,1.43,-1.43,-7.12,-1.07,-1.07,-1.08
810.18,0.33,0.33,1.43,1.42,-1.42,-7.15,-1.09,-1.09,-1.09
818.28,0.30,0.30,1.41,1.41,-1.41,-7.18,-1.11,-1.11,-1.11
826.46,0.27,0.27,1.39,1.40,-1.40,-7.21,-1.13,-1.13,-1.12
834.73,0.25,0.25,1.40,1.39,-1.40,-7.24,-1.15,-1.15,-1.15
843.08,0.23,0.23,1.39,1.39,-1.39,-7.27,-1.16,-1.16,-1.16
851.51,0.21,0.21,1.39,1.39,-1.39,-7.30,-1.18,-1.18,-1.18
860.02,0.19,0.19,1.39,1.39,-1.39,-7.33,-1.20,-1.19,-1.19
868.62,0.18,0.18,1.40,1.39,-1.39,-7.36,-1.21,-1.21,-1.22
877.31,0.16,0.16,1.40,1.39,-1.39,-7.39,-1.23,-1.23,-1.24
886.08,0.14,0.14,1.39,1.40,-1.39,-7.41,-1.25,-1.25,-1.25
894.94,0.12,0.12,1.39,1.39,-1.39,-7.44,-1.27,-1.27,-1.27
903.89,0.11,0.11,1.40,1.39,-1.40,-7.46,-1.29,-1.29,-1.29
912.93,0.09,0.09,1.39,1.40,-1.40,-7.49,-1.31,-1.31,-1.30
922.06,0.08,0.08,1.40,1.40,-1.40,-7.51,-1.32,-1.32,-1.32
931.28,0.07,0.07,1.41,1.41,-1.41,-7.53,-1.34,-1.34,-1.34
940.59,0.06,0.06,1.42,1.42,-1.41,-7.55,-1.35,-1.35,-1.35
950.00,0.05,0.05,1.42,1.42,-1.42,-7.57,-1.36,-1.36,-1.37
959.50,0.04,0.04,1.42,1.42,-1.42,-7.59,-1.38,-1.38,-1.38
969.09,0.03,0.03,1.42,1.42,-1.42,-7.61,-1.39,-1.39,-1.39
978.78,0.02,0.02,1.42,1.42,-1.43,-7.62,-1.40,-1.40,-1.40
988.57,0.01,0.01,1.42,1.43,-1.43,-7.64,-1.42,-1.42,-1.41
998.46,0.00,0.00,1.44,1.43,-1.43,-7.66,-1.43,-1.43,-1.43
1008.44,-0.01,-0.01,1.43,1.43,-1.43,-7.67,-1.44,-1.44,-1.44
1018.53,-0.01,-0.01,1.43,1.43,-1.43,-7.68,-1.44,-1.44,-1.44
1028.71,-0.02,-0.02,1.43,1.43,-1.43,-7.69,-1.45,-1.45,-1.45
1039.00,-0.03,-0.02,1.43,1.43,-1.43,-7.70,-1.46,-1.45,-1.46
1049.39,-0.03,-0.03,1.43,1.43,-1.43,-7.71,-1.45,-1.46,-1.46
1059.88,-0.04,-0.04,1.42,1.43,-1.42,-7.72,-1.46,-1.46,-1.46
1070.48,-0.05,-0.05,1.42,1.42,-1.42,-7.73,-1.47,-1.47,-1.47
1081.19,-0.06,-0.06,1.41,1.41,-1.42,-7.74,-1.48,-1.47,-1.47
1092.00,-0.06,-0.06,1.41,1.41,-1.41,-7.74,-1.47,-1.47,-1.47
1102.92,-0.06,-0.06,1.41,1.41,-1.41,-7.75,-1.47,-1.47,-1.47
1113.95,-0.06,-0.06,1.41,1.41,-1.41,-7.75,-1.47,-1.47,-1.47
1125.09,-0.06,-0.06,1.41,1.41,-1.41,-7.75,-1.47,-1.47,-1.47
1136.34,-0.06,-0.06,1.41,1.41,-1.41,-7.75,-1.46,-1.46,-1.47
1147.70,-0.06,-0.06,1.40,1.41,-1.40,-7.75,-1.46,-1.46,-1.46
1159.18,-0.06,-0.06,1.41,1.40,-1.40,-7.75,-1.46,-1.46,-1.46
1170.77,-0.06,-0.06,1.40,1.40,-1.40,-7.75,-1.46,-1.46,-1.46
1182.48,-0.05,-0.05,1.40,1.40,-1.41,-7.74,-1.45,-1.46,-1.45
1194.30,-0.05,-0.05,1.40,1.41,-1.41,-7.74,-1.46,-1.45,-1.45
1206.25,-0.04,-0.04,1.41,1.41,-1.41,-7.73,-1.45,-1.45,-1.45
1218.31,-0.03,-0.03,1.42,1.42,-1.42,-7.73,-1.45,-1.45,-1.45
1230.49,-0.02,-0.02,1.42,1.42,-1.42,-7.72,-1.44,-1.44,-1.44
1242.80,-0.01,-0.01,1.43,1.43,-1.43,-7.71,-1.44,-1.44,-1.43
1255.22,0.00,0.01,1.43,1.44,-1.44,-7.70,-1.43,-1.43,-1.43
1267.78,0.02,0.02,1.45,1.45,-1.44,-7.69,-1.42,-1.42,-1.43
1280.45,0.04,0.03,1.46,1.45,-1.45,-7.67,-1.41,-1.41,-1.42
1293.26,0.04,0.04,1.45,1.46,-1.46,-7.66,-1.41,-1.41,-1.41
1306.19,0.05,0.05,1.45,1.46,-1.46,-7.65,-1.41,-1.41,-1.40
1319.25,0.06,0.06,1.46,1.46,-1.47,-7.63,-1.40,-1.40,-1.39
1332.45,0.08,0.08,1.48,1.47,-1.47,-7.61,-1.39,-1.39,-1.39
1345.77,0.09,0.09,1.48,1.48,-1.47,-7.60,-1.38,-1.38,-1.39
1359.23,0.10,0.10,1.48,1.48,-1.48,-7.58,-1.37,-1.37,-1.38
1372.82,0.11,0.11,1.48,1.48,-1.48,-7.56,-1.37,-1.37,-1.37
1386.55,0.11,0.11,1.47,1.48,-1.48,-7.54,-1.37,-1.37,-1.36
1400.41,0.12,0.12,1.48,1.48,-1.48,-7.51,-1.36,-1.36,-1.36
1414.42,0.13,0.13,1.48,1.48,-1.48,-7.49,-1.35,-1.35,-1.35
1428.56,0.14,0.14,1.49,1.49,-1.49,-7.47,-1.35,-1.35,-1.35
1442.85,0.15,0.15,1.49,1.49,-1.49,-7.44,-1.34,-1.34,-1.33
1457.28,0.16,0.16,1.49,1.49,-1.49,-7.42,-1.33,-1.33,-1.33
1471.85,0.17,0.17,1.50,1.50,-1.50,-7.39,-1.32,-1.32,-1.32
1486.57,0.18,0.18,1.50,1.50,-1.50,-7.36,-1.32,-1.31,-1.32
1501.43,0.19,0.19,1.51,1.50,-1.50,-7.33,-1.31,-1.31,-1.31
1516.45,0.20,0.20,1.50,1.50,-1.50,-7.30,-1.30,-1.30,-1.30
1531.61,0.20,0.21,1.49,1.50,-1.50,-7.27,-1.30,-1.29,-1.29
1546.93,0.21,0.21,1.50,1.49,-1.50,-7.24,-1.29,-1.29,-1.28
1562.40,0.22,0.22,1.50,1.49,-1.50,-7.21,-1.27,-1.28,-1.28
1578.02,0.22,0.23,1.49,1.49,-1.49,-7.17,-1.27,-1.27,-1.27
1593.80,0.23,0.23,1.49,1.49,-1.49,-7.14,-1.26,-1.26,-1.26
1609.74,0.24,0.24,1.49,1.48,-1.48,-7.11,-1.24,-1.24,-1.24
1625.84,0.24,0.24,1.48,1.48,-1.48,-7.07,-1.23,-1.23,-1.24
1642.10,0.25,0.25,1.47,1.47,-1.47,-7.03,-1.22,-1.22,-1.22
1658.52,0.25,0.25,1.46,1.46,-1.46,-7.00,-1.21,-1.21,-1.21
1675.10,0.26,0.26,1.45,1.45,-1.45,-6.96,-1.19,-1.19,-1.19
1691.85,0.26,0.26,1.44,1.44,-1.45,-6.92,-1.18,-1.18,-1.18
1708.77,0.27,0.27,1.44,1.44,-1.44,-6.88,-1.17,-1.17,-1.17
1725.86,0.27,0.27,1.43,1.43,-1.43,-6.85,-1.16,-1.15,-1.16
1743.12,0.28,0.28,1.42,1.42,-1.42,-6.81,-1.14,-1.13,-1.13
1760.55,0.29,0.29,1.41,1.40,-1.41,-6.77,-1.12,-1.12,-1.12
1778.15,0.30,0.30,1.40,1.39,-1.40,-6.72,-1.09,-1.10,-1.09
1795.94,0.30,0.30,1.37,1.38,-1.38,-6.68,-1.08,-1.08,-1.07
1813.90,0.31,0.31,1.37,1.37,-1.36,-6.64,-1.05,-1.05,-1.06
1832.03,0.31,0.31,1.35,1.35,-1.34,-6.60,-1.03,-1.03,-1.03
1850.36,0.32,0.32,1.33,1.32,-1.32,-6.56,-1.00,-1.00,-1.01
1868.86,0.31,0.31,1.29,1.29,-1.29,-6.52,-0.98,-0.98,-0.97
1887.55,0.31,0.31,1.26,1.26,-1.26,-6.47,-0.95,-0.95,-0.95
1906.42,0.30,0.30,1.21,1.22,-1.22,-6.43,-0.92,-0.92,-0.91
1925.49,0.30,0.30,1.18,1.18,-1.18,-6.39,-0.88,-0.88,-0.88
1944.74,0.29,0.29,1.14,1.14,-1.13,-6.34,-0.84,-0.84,-0.85
1964.19,0.28,0.28,1.09,1.09,-1.09,-6.30,-0.80,-0.80,-0.81
1983.83,0.27,0.27,1.03,1.04,-1.03,-6.26,-0.76,-0.76,-0.76
2003.67,0.26,0.26,0.98,0.98,-0.98,-6.21,-0.72,-0.72,-0.72
2023.71,0.24,0.24,0.92,0.92,-0.92,-6.17,-0.68,-0.68,-0.68
2043.94,0.22,0.23,0.85,0.86,-0.86,-6.12,-0.64,-0.63,-0.63
2064.38,0.21,0.21,0.79,0.79,-0.79,-6.08,-0.58,-0.58,-0.58
2085.03,0.19,0.19,0.73,0.73,-0.73,-6.04,-0.54,-0.54,-0.54
2105.88,0.16,0.17,0.66,0.66,-0.66,-5.99,-0.50,-0.49,-0.49
2126.94,0.14,0.14,0.59,0.59,-0.59,-5.95,-0.45,-0.45,-0.45
2148.20,0.11,0.11,0.52,0.52,-0.52,-5.91,-0.41,-0.41,-0.40
2169.69,0.08,0.08,0.45,0.45,-0.45,-5.86,-0.37,-0.36,-0.37
2191.38,0.05,0.05,0.38,0.38,-0.37,-5.82,-0.32,-0.32,-0.33
2213.30,0.02,0.02,0.31,0.30,-0.30,-5.78,-0.28,-0.28,-0.29
2235.43,-0.02,-0.02,0.23,0.23,-0.23,-5.74,-0.24,-0.24,-0.25
2257.78,-0.06,-0.06,0.14,0.15,-0.15,-5.70,-0.21,-0.21,-0.20
2280.36,-0.10,-0.10,0.07,0.07,-0.08,-5.66,-0.18,-0.18,-0.17
2303.17,-0.14,-0.14,0.01,0.00,-0.01,-5.62,-0.15,-0.15,-0.15
2326.20,-0.19,-0.19,-0.07,-0.07,0.07,-5.58,-0.12,-0.12,-0.12
2349.46,-0.24,-0.23,-0.14,-0.14,0.14,-5.54,-0.10,-0.09,-0.10
2372.95,-0.28,-0.28,-0.20,-0.21,0.21,-5.50,-0.07,-0.07,-0.07
2396.68,-0.33,-0.33,-0.27,-0.28,0.28,-5.46,-0.05,-0.05,-0.06
2420.65,-0.39,-0.38,-0.35,-0.35,0.35,-5.42,-0.04,-0.03,-0.04
2444.86,-0.44,-0.44,-0.42,-0.42,0.42,-5.39,-0.02,-0.02,-0.02
2469.31,-0.50,-0.50,-0.49,-0.50,0.49,-5.35,-0.01,-0.01,-0.01
2494.00,-0.56,-0.55,-0.57,-0.57,0.56,-5.32,-0.00,0.00,0.01
2518.94,-0.61,-0.61,-0.64,-0.63,0.62,-5.28,0.02,0.02,0.03
2544.13,-0.65,-0.65,-0.68,-0.69,0.69,-5.25,0.04,0.04,0.04
2569.57,-0.70,-0.70,-0.75,-0.75,0.76,-5.21,0.06,0.06,0.05
2595.27,-0.75,-0.75,-0.82,-0.82,0.83,-5.18,0.08,0.08,0.07
2621.22,-0.81,-0.81,-0.89,-0.90,0.90,-5.15,0.09,0.09,0.09
2647.43,-0.87,-0.87,-0.97,-0.97,0.97,-5.12,0.10,0.10,0.10
2673.90,-0.93,-0.92,-1.05,-1.05,1.05,-5.09,0.12,0.12,0.12
2700.64,-0.98,-0.98,-1.12,-1.12,1.12,-5.06,0.15,0.14,0.14
2727.65,-1.03,-1.03,-1.19,-1.20,1.20,-5.04,0.17,0.17,0.17
2754.93,-1.09,-1.08,-1.29,-1.28,1.28,-5.01,0.19,0.19,0.20
2782.48,-1.13,-1.13,-1.36,-1.36,1.36,-4.99,0.23,0.22,0.23
2810.30,-1.18,-1.17,-1.44,-1.44,1.43,-4.96,0.25,0.26,0.26
2838.40,-1.20,-1.20,-1.50,-1.51,1.50,-4.94,0.31,0.30,0.30
2866.79,-1.23,-1.23,-1.57,-1.57,1.58,-4.92,0.35,0.35,0.34
2895.46,-1.25,-1.25,-1.64,-1.64,1.65,-4.90,0.40,0.40,0.39
2924.41,-1.27,-1.27,-1.71,-1.71,1.72,-4.88,0.45,0.45,0.44
2953.65,-1.29,-1.29,-1.78,-1.78,1.79,-4.86,0.50,0.50,0.49
2983.19,-1.31,-1.31,-1.85,-1.85,1.85,-4.85,0.54,0.54,0.55
3013.02,-1.32,-1.32,-1.91,-1.91,1.90,-4.83,0.58,0.59,0.59
3043.15,-1.31,-1.31,-1.95,-1.96,1.95,-4.82,0.64,0.63,0.64
3073.58,-1.31,-1.30,-2.00,-1.99,1.99,-4.80,0.68,0.68,0.70
3104.32,-1.28,-1.28,-2.02,-2.02,2.02,-4.79,0.74,0.74,0.74
3135.36,-1.25,-1.25,-2.03,-2.04,2.04,-4.78,0.79,0.79,0.79
3166.72,-1.21,-1.21,-2.04,-2.04,2.05,-4.78,0.84,0.84,0.83
3198.38,-1.17,-1.17,-2.05,-2.05,2.05,-4.77,0.88,0.88,0.88
3230.37,-1.13,-1.13,-2.04,-2.04,2.05,-4.76,0.92,0.92,0.91
3262.67,-1.08,-1.08,-2.03,-2.03,2.03,-4.76,0.95,0.95,0.95
3295.30,-1.03,-1.02,-2.02,-2.01,2.01,-4.76,0.98,0.98,0.99
3328.25,-0.96,-0.96,-1.98,-1.98,1.98,-4.76,1.02,1.02,1.02
3361.53,-0.89,-0.89,-1.94,-1.94,1.94,-4.76,1.05,1.05,1.05
3395.15,-0.81,-0.81,-1.88,-1.88,1.89,-4.76,1.08,1.08,1.07
3429.10,-0.73,-0.73,-1.83,-1.82,1.83,-4.77,1.10,1.10,1.10
3463.39,-0.64,-0.64,-1.76,-1.76,1.76,-4.78,1.12,1.12,1.12
3498.03,-0.55,-0.55,-1.68,-1.69,1.69,-4.78,1.14,1.14,1.13
3533.01,-0.46,-0.46,-1.61,-1.60,1.60,-4.79,1.14,1.14,1.15
3568.34,-0.36,-0.36,-1.51,-1.51,1.51,-4.81,1.15,1.15,1.15
3604.02,-0.25,-0.25,-1.41,-1.41,1.40,-4.82,1.16,1.16,1.16
3640.06,-0.13,-0.13,-1.29,-1.29,1.29,-4.84,1.16,1.16,1.17
3676.46,0.00,0.00,-1.17,-1.17,1.17,-4.85,1.17,1.17,1.17
3713.22,0.14,0.14,-1.03,-1.04,1.03,-4.87,1.17,1.17,1.17
3750.36,0.28,0.28,-0.89,-0.89,0.89,-4.90,1.17,1.17,1.17
3787.86,0.42,0.43,-0.75,-0.74,0.74,-4.92,1.16,1.17,1.17
3825.74,0.59,0.59,-0.58,-0.59,0.59,-4.94,1.18,1.18,1.18
3864.00,0.75,0.75,-0.42,-0.42,0.43,-4.97,1.18,1.18,1.17
3902.64,0.91,0.90,-0.25,-0.26,0.27,-5.00,1.19,1.18,1.17
3941.66,1.05,1.05,-0.11,-0.11,0.11,-5.03,1.16,1.16,1.16
3981.08,1.20,1.21,0.04,0.05,-0.06,-5.06,1.14,1.15,1.16
4020.89,1.37,1.37,0.22,0.22,-0.23,-5.10,1.14,1.14,1.15
4061.10,1.54,1.54,0.39,0.39,-0.41,-5.13,1.13,1.14,1.15
4101.71,1.72,1.72,0.57,0.57,-0.59,-5.17,1.13,1.14,1.15
4142.73,1.91,1.91,0.76,0.76,-0.77,-5.20,1.14,1.14,1.15
4184.15,2.09,2.10,0.94,0.95,-0.95,-5.24,1.14,1.15,1.15
4226.00,2.29,2.29,1.13,1.13,-1.13,-5.28,1.16,1.16,1.16
4268.26,2.47,2.47,1.31,1.31,-1.30,-5.32,1.18,1.17,1.16
4310.94,2.63,2.64,1.46,1.47,-1.45,-5.36,1.18,1.18,1.17
4354.05,2.79,2.78,1.62,1.60,-1.60,-5.41,1.20,1.19,1.18
4397.59,2.90,2.91,1.71,1.72,-1.72,-5.45,1.18,1.19,1.19
4441.56,3.02,3.02,1.82,1.82,-1.83,-5.49,1.19,1.19,1.20
4485.98,3.12,3.12,1.90,1.91,-1.92,-5.53,1.21,1.21,1.22
4530.84,3.22,3.22,1.98,1.98,-1.98,-5.56,1.24,1.24,1.24
4576.15,3.29,3.29,2.03,2.03,-2.02,-5.60,1.27,1.27,1.27
4621.91,3.34,3.34,2.04,2.04,-2.03,-5.64,1.31,1.31,1.30
4668.13,3.38,3.37,2.04,2.03,-2.02,-5.67,1.36,1.35,1.34
4714.81,3.37,3.38,1.98,1.99,-1.98,-5.70,1.39,1.40,1.39
4761.96,3.36,3.36,1.92,1.91,-1.90,-5.72,1.46,1.45,1.44
4809.58,3.31,3.31,1.81,1.81,-1.80,-5.74,1.51,1.51,1.50
4857.67,3.24,3.24,1.68,1.68,-1.67,-5.76,1.57,1.57,1.56
4906.25,3.15,3.15,1.52,1.52,-1.51,-5.77,1.64,1.63,1.63
4955.31,3.03,3.04,1.32,1.33,-1.33,-5.77,1.70,1.70,1.71
5004.87,2.92,2.92,1.12,1.13,-1.14,-5.77,1.78,1.79,1.80
5054.91,2.81,2.81,0.91,0.91,-0.93,-5.76,1.89,1.89,1.90
5105.46,2.71,2.71,0.70,0.70,-0.70,-5.74,2.01,2.01,2.01
5156.52,2.60,2.60,0.47,0.47,-0.47,-5.71,2.14,2.14,2.13
5208.08,2.50,2.50,0.23,0.23,-0.22,-5.68,2.28,2.28,2.27
5260.16,2.40,2.40,-0.02,-0.02,0.03,-5.63,2.43,2.42,2.42
5312.77,2.30,2.31,-0.28,-0.28,0.28,-5.58,2.58,2.58,2.58
5365.89,2.22,2.22,-0.54,-0.54,0.53,-5.51,2.75,2.76,2.76
5419.55,2.16,2.16,-0.79,-0.80,0.79,-5.44,2.95,2.95,2.95
5473.75,2.10,2.11,-1.06,-1.05,1.04,-5.35,3.15,3.16,3.16
5528.49,2.08,2.08,-1.31,-1.31,1.30,-5.25,3.38,3.38,3.39
5583.77,2.07,2.07,-1.56,-1.57,1.56,-5.14,3.63,3.63,3.64
5639.61,2.08,2.09,-1.83,-1.82,1.82,-5.03,3.90,3.91,3.91
5696.00,2.12,2.12,-2.08,-2.08,2.09,-4.90,4.21,4.21,4.20
5752.96,2.17,2.17,-2.34,-2.34,2.36,-4.77,4.53,4.53,4.51
5810.49,2.22,2.22,-2.62,-2.62,2.63,-4.62,4.85,4.86,4.84
5868.60,2.28,2.29,-2.91,-2.90,2.91,-4.47,5.19,5.20,5.19
5927.28,2.36,2.36,-3.20,-3.19,3.19,-4.31,5.55,5.55,5.56
5986.56,2.45,2.45,-3.49,-3.47,3.47,-4.14,5.92,5.92,5.95
6046.42,2.56,2.55,-3.78,-3.75,3.75,-3.97,6.31,6.30,6.34
6106.89,2.68,2.65,-4.05,-4.01,4.03,-3.79,6.71,6.68,6.73
6167.96,2.80,2.75,-4.31,-4.26,4.28,-3.60,7.09,7.03,7.11
6229.64,2.90,2.82,-4.57,-4.50,4.52,-3.42,7.42,7.33,7.47
6291.93,2.99,2.85,-4.80,-4.72,4.71,-3.22,7.70,7.56,7.79
6354.85,3.02,2.83,-5.03,-4.90,4.86,-3.03,7.88,7.69,8.05
6418.40,3.04,2.77,-5.18,-5.03,4.96,-2.83,8.00,7.73,8.23
6482.58,3.04,2.67,-5.27,-5.09,5.01,-2.63,8.05,7.68,8.32
6547.41,3.04,2.52,-5.27,-5.08,5.01,-2.43,8.05,7.53,8.31
6612.88,3.02,2.33,-5.18,-5.01,4.97,-2.23,7.99,7.30,8.21
6679.01,2.96,2.07,-5.04,-4.91,4.91,-2.03,7.87,6.98,8.00
6745.80,2.90,1.75,-4.83,-4.80,4.85,-1.83,7.75,6.59,7.73
6813.26,2.78,1.37,-4.63,-4.73,4.79,-1.63,7.58,6.16,7.41
6881.39,2.66,0.94,-4.39,-4.70,4.77,-1.43,7.43,5.72,7.05
6950.21,2.49,0.48,-4.18,-4.73,4.79,-1.23,7.28,5.28,6.67
7019.71,2.29,0.01,-3.99,-4.81,4.86,-1.03,7.15,4.86,6.28
7089.91,2.08,-0.47,-3.80,-4.95,4.97,-0.84,7.05,4.50,5.88
7160.81,1.81,-0.94,-3.70,-5.12,5.12,-0.64,6.93,4.18,5.51
7232.41,1.54,-1.39,-3.61,-5.31,5.30,-0.45,6.84,3.91,5.15
7304.74,1.19,-1.81,-3.61,-5.52,5.49,-0.26,6.69,3.69,4.80
7377.79,0.83,-2.20,-3.64,-5.72,5.70,-0.07,6.53,3.50,4.47
7451.56,0.45,-2.56,-3.70,-5.92,5.90,0.11,6.35,3.34,4.15
7526.08,0.04,-2.90,-3.81,-6.11,6.10,0.29,6.14,3.20,3.85
7601.34,-0.39,-3.22,-3.96,-6.30,6.29,0.48,5.90,3.06,3.57
7677.35,-0.89,-3.53,-4.18,-6.47,6.47,0.65,5.58,2.93,3.30
7754.13,-1.39,-3.83,-4.43,-6.64,6.64,0.83,5.25,2.80,3.04
7831.67,-1.88,-4.13,-4.66,-6.80,6.80,1.00,4.92,2.67,2.78
7909.98,-2.38,-4.42,-4.91,-6.95,6.95,1.17,4.58,2.53,2.53
7989.08,-2.94,-4.71,-5.23,-7.10,7.11,1.33,4.17,2.39,2.29
8068.98,-3.54,-5.00,-5.58,-7.25,7.25,1.49,3.72,2.25,2.04
8149.67,-4.17,-5.30,-5.97,-7.39,7.40,1.65,3.23,2.10,1.80
8231.16,-4.90,-5.59,-6.46,-7.54,7.54,1.81,2.64,1.95,1.56
8313.47,-5.63,-5.88,-6.94,-7.67,7.67,1.96,2.04,1.79,1.31
8396.61,-6.50,-6.18,-7.57,-7.80,7.81,2.12,1.31,1.63,1.08
8480.57,-7.37,-6.47,-8.21,-7.93,7.93,2.26,0.56,1.46,0.84
8565.38,-8.17,-6.76,-8.77,-8.05,8.06,2.41,-0.11,1.29,0.60
8651.03,-8.94,-7.05,-9.31,-8.17,8.17,2.55,-0.77,1.12,0.37
8737.54,-9.70,-7.34,-9.83,-8.28,8.28,2.69,-1.42,0.94,0.13
