frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
445.96,-0.29,-0.29,0.37,0.37,-0.37,-5.90,-0.66,-0.66,-0.66
450.42,-0.39,-0.39,0.25,0.25,-0.25,-5.82,-0.64,-0.64,-0.64
454.93,-0.49,-0.49,0.13,0.13,-0.13,-5.75,-0.62,-0.62,-0.62
459.48,-0.58,-0.58,0.02,0.01,-0.01,-5.68,-0.59,-0.59,-0.60
464.07,-0.67,-0.67,-0.10,-0.10,0.10,-5.62,-0.57,-0.57,-0.57
468.71,-0.76,-0.76,-0.21,-0.21,0.21,-5.56,-0.55,-0.55,-0.55
473.40,-0.85,-0.85,-0.33,-0.32,0.32,-5.50,-0.53,-0.53,-0.52
478.13,-0.93,-0.93,-0.43,-0.43,0.42,-5.45,-0.51,-0.50,-0.50
482.91,-1.00,-1.00,-0.53,-0.53,0.52,-5.40,-0.48,-0.48,-0.47
487.74,-1.07,-1.07,-0.61,-0.61,0.61,-5.35,-0.46,-0.46,-0.46
492.62,-1.13,-1.13,-0.70,-0.70,0.70,-5.31,-0.43,-0.43,-0.43
497.55,-1.19,-1.19,-0.78,-0.78,0.78,-5.27,-0.41,-0.41,-0.41
502.52,-1.24,-1.24,-0.85,-0.85,0.85,-5.24,-0.39,-0.39,-0.39
507.55,-1.29,-1.29,-0.92,-0.92,0.92,-5.21,-0.37,-0.37,-0.37
512.62,-1.34,-1.34,-0.99,-0.99,0.99,-5.19,-0.35,-0.35,-0.35
517.75,-1.39,-1.39,-1.06,-1.06,1.06,-5.17,-0.33,-0.33,-0.33
522.93,-1.43,-1.43,-1.12,-1.13,1.13,-5.15,-0.30,-0.31,-0.31
528.16,-1.48,-1.48,-1.19,-1.19,1.19,-5.14,-0.29,-0.29,-0.29
533.44,-1.52,-1.52,-1.24,-1.25,1.25,-5.13,-0.27,-0.27,-0.28
538.77,-1.56,-1.56,-1.30,-1.31,1.31,-5.13,-0.25,-0.25,-0.26
544.16,-1.60,-1.60,-1.36,-1.36,1.37,-5.13,-0.23,-0.23,-0.24
549.60,-1.64,-1.64,-1.42,-1.42,1.42,-5.13,-0.22,-0.22,-0.22
555.10,-1.67,-1.67,-1.46,-1.46,1.46,-5.14,-0.21,-0.21,-0.21
560.65,-1.69,-1.69,-1.50,-1.50,1.50,-5.15,-0.19,-0.20,-0.19
566.25,-1.70,-1.70,-1.52,-1.52,1.52,-5.16,-0.18,-0.18,-0.18
571.92,-1.70,-1.70,-1.54,-1.54,1.53,-5.18,-0.17,-0.17,-0.16
577.64,-1.68,-1.68,-1.53,-1.53,1.53,-5.20,-0.15,-0.15,-0.15
583.41,-1.66,-1.66,-1.52,-1.52,1.51,-5.22,-0.15,-0.14,-0.14
589.25,-1.62,-1.62,-1.49,-1.49,1.49,-5.25,-0.13,-0.13,-0.13
595.14,-1.57,-1.57,-1.45,-1.45,1.44,-5.27,-0.13,-0.12,-0.12
601.09,-1.50,-1.50,-1.39,-1.39,1.39,-5.30,-0.11,-0.11,-0.11
607.10,-1.43,-1.43,-1.33,-1.33,1.33,-5.34,-0.10,-0.10,-0.10
613.17,-1.36,-1.36,-1.27,-1.26,1.26,-5.37,-0.10,-0.09,-0.09
619.30,-1.28,-1.28,-1.19,-1.19,1.19,-5.41,-0.09,-0.09,-0.09
625.50,-1.19,-1.19,-1.10,-1.11,1.11,-5.45,-0.08,-0.09,-0.09
631.75,-1.11,-1.11,-1.02,-1.02,1.02,-5.49,-0.09,-0.09,-0.09
638.07,-1.02,-1.02,-0.94,-0.94,0.94,-5.53,-0.08,-0.08,-0.08
644.45,-0.93,-0.93,-0.85,-0.85,0.85,-5.57,-0.08,-0.08,-0.08
650.89,-0.84,-0.84,-0.75,-0.75,0.76,-5.61,-0.08,-0.08,-0.09
657.40,-0.75,-0.75,-0.66,-0.67,0.67,-5.66,-0.08,-0.08,-0.09
663.98,-0.67,-0.67,-0.58,-0.58,0.58,-5.70,-0.09,-0.09,-0.09
670.62,-0.59,-0.59,-0.50,-0.50,0.50,-5.75,-0.09,-0.09,-0.09
677.32,-0.51,-0.51,-0.41,-0.41,0.41,-5.79,-0.10,-0.10,-0.10
684.10,-0.43,-0.44,-0.32,-0.33,0.33,-5.84,-0.10,-0.10,-0.11
690.94,-0.37,-0.37,-0.25,-0.25,0.25,-5.89,-0.12,-0.11,-0.12
697.85,-0.30,-0.30,-0.18,-0.17,0.18,-5.94,-0.12,-0.12,-0.12
704.83,-0.24,-0.24,-0.11,-0.11,0.10,-5.98,-0.14,-0.14,-0.13
711.87,-0.18,-0.18,-0.03,-0.04,0.03,-6.03,-0.15,-0.15,-0.15
718.99,-0.13,-0.13,0.03,0.03,-0.03,-6.08,-0.16,-0.16,-0.16
726.18,-0.08,-0.08,0.10,0.10,-0.10,-6.13,-0.18,-0.18,-0.18
733.44,-0.03,-0.03,0.16,0.16,-0.16,-6.17,-0.19,-0.19,-0.19
740.78,0.01,0.01,0.22,0.22,-0.22,-6.22,-0.21,-0.21,-0.21
748.19,0.05,0.05,0.28,0.28,-0.27,-6.27,-0.22,-0.22,-0.23
755.67,0.08,0.08,0.33,0.33,-0.32,-6.31,-0.24,-0.24,-0.25
763.23,0.10,0.10,0.36,0.37,-0.37,-6.36,-0.27,-0.26,-0.26
770.86,0.12,0.12,0.41,0.41,-0.41,-6.40,-0.29,-0.29,-0.29
778.57,0.13,0.13,0.44,0.44,-0.45,-6.44,-0.32,-0.31,-0.31
786.35,0.14,0.14,0.48,0.48,-0.48,-6.49,-0.34,-0.34,-0.34
794.22,0.15,0.15,0.51,0.51,-0.51,-6.53,-0.36,-0.37,-0.36
802.16,0.15,0.15,0.55,0.55,-0.54,-6.57,-0.39,-0.39,-0.40
810.18,0.15,0.15,0.58,0.58,-0.57,-6.61,-0.42,-0.42,-0.43
818.28,0.15,0.15,0.60,0.60,-0.60,-6.65,-0.45,-0.45,-0.45
826.46,0.15,0.15,0.63,0.63,-0.63,-6.69,-0.48,-0.49,-0.48
834.73,0.14,0.14,0.66,0.66,-0.66,-6.73,-0.52,-0.52,-0.52
843.08,0.14,0.14,0.69,0.69,-0.69,-6.77,-0.55,-0.55,-0.55
851.51,0.13,0.13,0.72,0.72,-0.72,-6.80,-0.59,-0.59,-0.59
860.02,0.13,0.13,0.75,0.75,-0.75,-6.84,-0.62,-0.62,-0.62
868.62,0.12,0.12,0.77,0.77,-0.77,-6.87,-0.65,-0.65,-0.65
877.31,0.11,0.11,0.80,0.80,-0.80,-6.91,-0.69,-0.69,-0.69
886.08,0.10,0.10,0.82,0.83,-0.82,-6.94,-0.72,-0.72,-0.72
894.94,0.09,0.09,0.85,0.85,-0.85,-6.97,-0.76,-0.76,-0.76
903.89,0.08,0.08,0.87,0.87,-0.87,-7.00,-0.79,-0.79,-0.79
912.93,0.07,0.07,0.89,0.89,-0.89,-7.03,-0.82,-0.82,-0.82
922.06,0.06,0.06,0.91,0.91,-0.91,-7.05,-0.85,-0.85,-0.85
931.28,0.05,0.05,0.94,0.93,-0.93,-7.08,-0.88,-0.89,-0.89
940.59,0.03,0.03,0.95,0.95,-0.95,-7.11,-0.92,-0.92,-0.92
950.00,0.02,0.02,0.96,0.97,-0.97,-7.13,-0.95,-0.94,-0.94
959.50,0.02,0.01,0.99,0.99,-0.99,-7.15,-0.97,-0.97,-0.97
969.09,0.01,0.01,1.01,1.01,-1.01,-7.17,-1.00,-1.00,-1.00
978.78,-0.00,0.00,1.02,1.02,-1.02,-7.19,-1.02,-1.02,-1.02
988.57,-0.00,-0.00,1.04,1.04,-1.04,-7.21,-1.04,-1.05,-1.04
998.46,-0.00,-0.00,1.07,1.06,-1.06,-7.23,-1.06,-1.06,-1.07
1008.44,0.00,0.00,1.08,1.08,-1.08,-7.25,-1.08,-1.08,-1.08
1018.53,0.01,0.01,1.11,1.10,-1.10,-7.26,-1.09,-1.10,-1.10
1028.71,0.01,0.01,1.12,1.12,-1.12,-7.27,-1.11,-1.11,-1.11
1039.00,0.02,0.02,1.14,1.14,-1.14,-7.29,-1.12,-1.12,-1.12
1049.39,0.03,0.03,1.16,1.16,-1.16,-7.30,-1.13,-1.13,-1.13
1059.88,0.04,0.04,1.17,1.18,-1.18,-7.31,-1.14,-1.14,-1.13
1070.48,0.05,0.05,1.19,1.19,-1.19,-7.32,-1.14,-1.14,-1.14
1081.19,0.06,0.06,1.20,1.21,-1.20,-7.32,-1.14,-1.14,-1.14
1092.00,0.07,0.07,1.22,1.22,-1.22,-7.33,-1.15,-1.15,-1.15
1102.92,0.08,0.08,1.23,1.23,-1.23,-7.33,-1.15,-1.15,-1.15
1113.95,0.08,0.08,1.23,1.23,-1.23,-7.34,-1.15,-1.15,-1.15
1125.09,0.09,0.09,1.24,1.23,-1.24,-7.34,-1.15,-1.15,-1.15
1136.34,0.09,0.09,1.23,1.24,-1.24,-7.34,-1.15,-1.15,-1.14
1147.70,0.09,0.09,1.23,1.24,-1.24,-7.33,-1.15,-1.14,-1.14
1159.18,0.10,0.09,1.24,1.23,-1.23,-7.33,-1.13,-1.14,-1.14
1170.77,0.09,0.09,1.22,1.23,-1.23,-7.33,-1.14,-1.14,-1.13
1182.48,0.09,0.09,1.22,1.22,-1.22,-7.32,-1.13,-1.13,-1.13
1194.30,0.09,0.09,1.22,1.21,-1.22,-7.31,-1.13,-1.13,-1.13
1206.25,0.08,0.08,1.20,1.21,-1.21,-7.30,-1.13,-1.12,-1.12
1218.31,0.08,0.08,1.20,1.20,-1.20,-7.29,-1.12,-1.12,-1.12
1230.49,0.07,0.07,1.19,1.19,-1.18,-7.28,-1.11,-1.11,-1.12
1242.80,0.06,0.06,1.17,1.17,-1.17,-7.27,-1.11,-1.11,-1.11
1255.22,0.05,0.05,1.16,1.16,-1.16,-7.25,-1.11,-1.11,-1.11
1267.78,0.03,0.03,1.14,1.14,-1.14,-7.24,-1.11,-1.11,-1.11
1280.45,0.02,0.02,1.12,1.12,-1.13,-7.22,-1.11,-1.11,-1.10
1293.26,0.01,0.01,1.11,1.11,-1.11,-7.20,-1.10,-1.10,-1.10
1306.19,-0.01,-0.01,1.09,1.09,-1.09,-7.18,-1.10,-1.10,-1.10
1319.25,-0.02,-0.02,1.07,1.08,-1.08,-7.15,-1.10,-1.10,-1.09
1332.45,-0.03,-0.03,1.07,1.07,-1.07,-7.13,-1.10,-1.10,-1.10
1345.77,-0.04,-0.04,1.06,1.05,-1.05,-7.10,-1.09,-1.10,-1.10
1359.23,-0.06,-0.06,1.03,1.04,-1.04,-7.07,-1.10,-1.10,-1.09
1372.82,-0.07,-0.07,1.03,1.03,-1.03,-7.04,-1.10,-1.10,-1.10
1386.55,-0.08,-0.08,1.02,1.02,-1.02,-7.01,-1.10,-1.10,-1.10
1400.41,-0.09,-0.09,1.01,1.01,-1.01,-6.98,-1.10,-1.10,-1.10
1414.42,-0.10,-0.10,0.99,1.00,-1.00,-6.94,-1.10,-1.10,-1.09
1428.56,-0.11,-0.11,0.99,0.98,-0.98,-6.90,-1.09,-1.10,-1.10
1442.85,-0.12,-0.12,0.97,0.97,-0.97,-6.87,-1.09,-1.09,-1.09
1457.28,-0.14,-0.14,0.95,0.96,-0.96,-6.82,-1.10,-1.09,-1.09
1471.85,-0.15,-0.15,0.94,0.94,-0.94,-6.78,-1.09,-1.09,-1.09
1486.57,-0.17,-0.17,0.92,0.92,-0.92,-6.74,-1.09,-1.09,-1.09
1501.43,-0.19,-0.19,0.90,0.90,-0.90,-6.69,-1.09,-1.09,-1.09
1516.45,-0.21,-0.21,0.87,0.87,-0.87,-6.64,-1.08,-1.09,-1.08
1531.61,-0.24,-0.24,0.84,0.84,-0.85,-6.59,-1.09,-1.08,-1.08
1546.93,-0.27,-0.27,0.81,0.81,-0.81,-6.54,-1.08,-1.08,-1.08
1562.40,-0.30,-0.30,0.78,0.78,-0.78,-6.48,-1.08,-1.08,-1.08
1578.02,-0.33,-0.33,0.74,0.74,-0.74,-6.42,-1.07,-1.07,-1.07
1593.80,-0.37,-0.37,0.70,0.70,-0.70,-6.37,-1.07,-1.07,-1.07
1609.74,-0.41,-0.41,0.65,0.65,-0.65,-6.30,-1.06,-1.06,-1.06
1625.84,-0.45,-0.45,0.61,0.61,-0.61,-6.24,-1.06,-1.05,-1.06
1642.10,-0.49,-0.49,0.56,0.56,-0.56,-6.18,-1.05,-1.05,-1.05
1658.52,-0.53,-0.53,0.51,0.51,-0.51,-6.11,-1.04,-1.04,-1.04
1675.10,-0.58,-0.58,0.45,0.45,-0.45,-6.04,-1.03,-1.03,-1.03
1691.85,-0.62,-0.62,0.40,0.40,-0.40,-5.97,-1.02,-1.02,-1.02
1708.77,-0.66,-0.66,0.35,0.35,-0.35,-5.90,-1.01,-1.01,-1.01
1725.86,-0.70,-0.70,0.30,0.30,-0.30,-5.82,-1.00,-1.00,-1.00
1743.12,-0.74,-0.74,0.24,0.24,-0.24,-5.74,-0.98,-0.98,-0.98
1760.55,-0.78,-0.78,0.18,0.19,-0.19,-5.67,-0.97,-0.97,-0.96
1778.15,-0.81,-0.81,0.14,0.13,-0.14,-5.58,-0.95,-0.95,-0.95
1795.94,-0.85,-0.85,0.08,0.08,-0.08,-5.50,-0.93,-0.93,-0.93
1813.90,-0.88,-0.88,0.04,0.03,-0.03,-5.42,-0.91,-0.91,-0.92
1832.03,-0.91,-0.91,-0.02,-0.02,0.02,-5.33,-0.89,-0.89,-0.89
1850.36,-0.95,-0.95,-0.09,-0.08,0.08,-5.25,-0.87,-0.86,-0.86
1868.86,-0.98,-0.98,-0.15,-0.14,0.14,-5.16,-0.84,-0.84,-0.83
1887.55,-1.01,-1.01,-0.20,-0.21,0.20,-5.07,-0.81,-0.81,-0.81
1906.42,-1.04,-1.04,-0.27,-0.27,0.27,-4.98,-0.77,-0.77,-0.77
1925.49,-1.07,-1.07,-0.33,-0.34,0.34,-4.89,-0.73,-0.73,-0.74
1944.74,-1.11,-1.11,-0.41,-0.41,0.41,-4.80,-0.70,-0.69,-0.70
1964.19,-1.14,-1.14,-0.49,-0.49,0.49,-4.70,-0.65,-0.65,-0.65
1983.83,-1.18,-1.18,-0.58,-0.57,0.58,-4.61,-0.60,-0.60,-0.60
2003.67,-1.21,-1.21,-0.66,-0.67,0.67,-4.52,-0.54,-0.55,-0.55
2023.71,-1.25,-1.25,-0.76,-0.76,0.76,-4.43,-0.49,-0.49,-0.49
2043.94,-1.29,-1.29,-0.87,-0.86,0.86,-4.34,-0.43,-0.42,-0.42
2064.38,-1.32,-1.32,-0.96,-0.97,0.97,-4.26,-0.35,-0.36,-0.36
2085.03,-1.36,-1.36,-1.07,-1.08,1.07,-4.17,-0.29,-0.29,-0.29
2105.88,-1.40,-1.40,-1.19,-1.18,1.19,-4.09,-0.21,-0.21,-0.21
2126.94,-1.44,-1.44,-1.30,-1.30,1.30,-4.01,-0.14,-0.14,-0.14
2148.20,-1.47,-1.47,-1.41,-1.41,1.41,-3.93,-0.06,-0.06,-0.06
2169.69,-1.51,-1.51,-1.53,-1.53,1.53,-3.85,0.02,0.02,0.02
2191.38,-1.54,-1.54,-1.64,-1.64,1.64,-3.78,0.10,0.10,0.10
2213.30,-1.58,-1.58,-1.76,-1.75,1.75,-3.72,0.17,0.18,0.18
2235.43,-1.61,-1.61,-1.87,-1.87,1.87,-3.65,0.26,0.26,0.26
2257.78,-1.63,-1.63,-1.98,-1.98,1.98,-3.60,0.35,0.34,0.35
2280.36,-1.66,-1.66,-2.08,-2.08,2.08,-3.55,0.42,0.42,0.42
2303.17,-1.68,-1.68,-2.18,-2.18,2.18,-3.50,0.50,0.50,0.50
2326.20,-1.70,-1.70,-2.28,-2.28,2.28,-3.47,0.58,0.58,0.58
2349.46,-1.72,-1.72,-2.38,-2.37,2.37,-3.43,0.65,0.66,0.66
2372.95,-1.73,-1.73,-2.46,-2.46,2.46,-3.41,0.73,0.73,0.73
2396.68,-1.73,-1.74,-2.53,-2.54,2.54,-3.39,0.81,0.80,0.80
2420.65,-1.74,-1.74,-2.61,-2.61,2.61,-3.38,0.87,0.87,0.87
2444.86,-1.74,-1.74,-2.69,-2.68,2.68,-3.38,0.94,0.94,0.95
2469.31,-1.73,-1.73,-2.74,-2.74,2.74,-3.38,1.01,1.00,1.01
2494.00,-1.72,-1.72,-2.79,-2.79,2.79,-3.39,1.07,1.07,1.07
2518.94,-1.71,-1.71,-2.84,-2.83,2.83,-3.40,1.12,1.13,1.13
2544.13,-1.69,-1.69,-2.87,-2.87,2.87,-3.42,1.18,1.18,1.18
2569.57,-1.67,-1.67,-2.90,-2.90,2.90,-3.45,1.23,1.23,1.23
2595.27,-1.64,-1.64,-2.92,-2.92,2.92,-3.48,1.28,1.28,1.28
2621.22,-1.61,-1.61,-2.94,-2.94,2.93,-3.52,1.32,1.32,1.33
2647.43,-1.57,-1.57,-2.94,-2.94,2.94,-3.57,1.37,1.37,1.37
2673.90,-1.53,-1.53,-2.95,-2.94,2.94,-3.62,1.41,1.41,1.42
2700.64,-1.48,-1.48,-2.93,-2.94,2.94,-3.67,1.46,1.46,1.45
2727.65,-1.43,-1.43,-2.93,-2.93,2.93,-3.72,1.50,1.50,1.50
2754.93,-1.38,-1.38,-2.91,-2.91,2.92,-3.79,1.54,1.54,1.53
2782.48,-1.32,-1.32,-2.90,-2.90,2.90,-3.85,1.58,1.58,1.58
2810.30,-1.27,-1.26,-2.88,-2.88,2.88,-3.91,1.61,1.62,1.61
2838.40,-1.20,-1.20,-2.85,-2.86,2.86,-3.98,1.66,1.65,1.65
2866.79,-1.14,-1.14,-2.83,-2.83,2.83,-4.05,1.69,1.69,1.69
2895.46,-1.08,-1.08,-2.81,-2.80,2.80,-4.13,1.72,1.73,1.73
2924.41,-1.01,-1.01,-2.77,-2.77,2.77,-4.20,1.76,1.76,1.76
2953.65,-0.94,-0.94,-2.74,-2.74,2.73,-4.27,1.79,1.79,1.80
2983.19,-0.87,-0.87,-2.69,-2.69,2.70,-4.35,1.83,1.83,1.82
3013.02,-0.80,-0.80,-2.65,-2.65,2.65,-4.43,1.85,1.85,1.85
3043.15,-0.73,-0.73,-2.60,-2.60,2.60,-4.50,1.87,1.87,1.87
3073.58,-0.66,-0.66,-2.55,-2.55,2.55,-4.58,1.89,1.89,1.89
3104.32,-0.59,-0.59,-2.50,-2.49,2.49,-4.66,1.90,1.90,1.91
3135.36,-0.52,-0.52,-2.43,-2.43,2.43,-4.74,1.91,1.91,1.91
3166.72,-0.44,-0.44,-2.35,-2.36,2.36,-4.81,1.92,1.92,1.91
3198.38,-0.37,-0.37,-2.29,-2.28,2.28,-4.89,1.91,1.91,1.92
3230.37,-0.29,-0.29,-2.20,-2.20,2.20,-4.97,1.91,1.91,1.91
3262.67,-0.21,-0.21,-2.10,-2.10,2.10,-5.04,1.89,1.89,1.89
3295.30,-0.13,-0.13,-2.00,-2.00,2.00,-5.12,1.87,1.88,1.87
3328.25,-0.04,-0.04,-1.90,-1.89,1.89,-5.20,1.85,1.85,1.86
3361.53,0.05,0.05,-1.78,-1.78,1.78,-5.27,1.83,1.83,1.83
3395.15,0.15,0.15,-1.64,-1.65,1.65,-5.35,1.80,1.80,1.79
3429.10,0.25,0.25,-1.51,-1.51,1.51,-5.42,1.76,1.76,1.76
3463.39,0.37,0.36,-1.36,-1.37,1.36,-5.50,1.73,1.73,1.73
3498.03,0.48,0.48,-1.21,-1.21,1.21,-5.57,1.69,1.69,1.69
3533.01,0.61,0.61,-1.05,-1.04,1.04,-5.64,1.65,1.65,1.66
3568.34,0.75,0.75,-0.87,-0.87,0.87,-5.72,1.62,1.61,1.62
3604.02,0.89,0.89,-0.68,-0.68,0.68,-5.79,1.57,1.57,1.57
3640.06,1.05,1.05,-0.48,-0.49,0.49,-5.86,1.54,1.54,1.53
3676.46,1.20,1.20,-0.30,-0.29,0.29,-5.93,1.49,1.50,1.50
3713.22,1.37,1.37,-0.09,-0.09,0.09,-6.01,1.46,1.46,1.46
3750.36,1.54,1.54,0.12,0.12,-0.12,-6.08,1.42,1.41,1.42
3787.86,1.71,1.71,0.33,0.33,-0.34,-6.15,1.37,1.38,1.38
3825.74,1.89,1.89,0.55,0.55,-0.55,-6.22,1.34,1.34,1.34
3864.00,2.07,2.07,0.76,0.76,-0.77,-6.29,1.30,1.30,1.31
3902.64,2.25,2.25,0.98,0.98,-0.98,-6.36,1.27,1.27,1.27
3941.66,2.43,2.43,1.19,1.19,-1.19,-6.43,1.24,1.24,1.24
3981.08,2.61,2.61,1.39,1.39,-1.39,-6.50,1.22,1.21,1.22
4020.89,2.78,2.78,1.59,1.59,-1.59,-6.56,1.19,1.19,1.19
4061.10,2.94,2.94,1.77,1.77,-1.77,-6.63,1.17,1.18,1.17
4101.71,3.09,3.09,1.93,1.93,-1.93,-6.70,1.16,1.16,1.16
4142.73,3.22,3.22,2.07,2.07,-2.07,-6.76,1.15,1.15,1.15
4184.15,3.33,3.33,2.19,2.19,-2.19,-6.83,1.14,1.14,1.14
4226.00,3.43,3.43,2.29,2.29,-2.28,-6.89,1.15,1.15,1.14
4268.26,3.50,3.50,2.36,2.35,-2.35,-6.96,1.15,1.15,1.14
4310.94,3.54,3.54,2.39,2.39,-2.38,-7.02,1.16,1.16,1.15
4354.05,3.55,3.55,2.39,2.39,-2.38,-7.08,1.17,1.17,1.16
4397.59,3.53,3.53,2.36,2.36,-2.35,-7.14,1.18,1.18,1.17
4441.56,3.48,3.48,2.30,2.29,-2.28,-7.19,1.20,1.20,1.18
4485.98,3.40,3.40,2.20,2.20,-2.17,-7.25,1.23,1.22,1.20
4530.84,3.29,3.29,2.07,2.07,-2.04,-7.30,1.25,1.25,1.22
4576.15,3.16,3.16,1.91,1.91,-1.89,-7.35,1.27,1.27,1.25
4621.91,3.01,3.01,1.73,1.73,-1.72,-7.39,1.29,1.29,1.28
4668.13,2.85,2.85,1.53,1.53,-1.55,-7.43,1.30,1.31,1.32
4714.81,2.70,2.71,1.34,1.34,-1.37,-7.47,1.33,1.33,1.36
4761.96,2.59,2.59,1.18,1.18,-1.21,-7.50,1.38,1.38,1.41
4809.58,2.51,2.51,1.04,1.04,-1.06,-7.53,1.45,1.44,1.47
4857.67,2.45,2.45,0.92,0.93,-0.94,-7.56,1.51,1.52,1.53
4906.25,2.43,2.43,0.84,0.83,-0.84,-7.58,1.59,1.59,1.59
4955.31,2.43,2.43,0.76,0.75,-0.76,-7.59,1.67,1.67,1.67
5004.87,2.46,2.46,0.69,0.70,-0.71,-7.60,1.75,1.75,1.77
5054.91,2.52,2.52,0.66,0.66,-0.67,-7.60,1.85,1.85,1.86
5105.46,2.61,2.61,0.64,0.64,-0.65,-7.59,1.96,1.96,1.97
5156.52,2.73,2.73,0.64,0.63,-0.63,-7.58,2.10,2.10,2.09
5208.08,2.86,2.86,0.62,0.63,-0.61,-7.56,2.25,2.26,2.24
5260.16,3.01,3.01,0.63,0.62,-0.59,-7.53,2.42,2.42,2.38
5312.77,3.15,3.14,0.61,0.60,-0.57,-7.50,2.58,2.58,2.54
5365.89,3.28,3.28,0.56,0.56,-0.54,-7.45,2.74,2.74,2.72
5419.55,3.42,3.43,0.51,0.51,-0.52,-7.40,2.90,2.90,2.91
5473.75,3.60,3.61,0.48,0.48,-0.51,-7.34,3.09,3.10,3.12
5528.49,3.82,3.83,0.47,0.48,-0.50,-7.28,3.32,3.33,3.35
5583.77,4.08,4.08,0.49,0.48,-0.50,-7.20,3.58,3.58,3.59
5639.61,4.37,4.37,0.50,0.50,-0.52,-7.12,3.85,3.85,3.87
5696.00,4.68,4.69,0.53,0.53,-0.55,-7.03,4.13,4.14,4.15
5752.96,5.03,5.03,0.57,0.57,-0.58,-6.93,4.45,4.45,4.46
5810.49,5.41,5.41,0.62,0.62,-0.62,-6.83,4.79,4.78,4.79
5868.60,5.81,5.80,0.67,0.66,-0.66,-6.72,5.15,5.14,5.14
5927.28,6.21,6.19,0.70,0.69,-0.68,-6.60,5.53,5.51,5.51
5986.56,6.61,6.58,0.71,0.71,-0.68,-6.48,5.93,5.90,5.90
6046.42,7.00,6.95,0.71,0.69,-0.66,-6.35,6.34,6.29,6.29
6106.89,7.37,7.28,0.68,0.65,-0.62,-6.21,6.75,6.66,6.69
6167.96,7.70,7.56,0.62,0.58,-0.55,-6.07,7.15,7.01,7.08
6229.64,7.99,7.79,0.53,0.48,-0.47,-5.93,7.52,7.32,7.46
6291.93,8.24,7.95,0.44,0.37,-0.38,-5.78,7.86,7.57,7.80
6354.85,8.44,8.04,0.36,0.26,-0.29,-5.63,8.15,7.74,8.08
6418.40,8.59,8.04,0.30,0.16,-0.20,-5.48,8.39,7.84,8.29
6482.58,8.70,7.94,0.29,0.07,-0.11,-5.32,8.59,7.83,8.41
6547.41,8.73,7.74,0.29,-0.01,-0.02,-5.16,8.71,7.71,8.44
6612.88,8.71,7.43,0.34,-0.08,0.07,-5.00,8.78,7.50,8.37
6679.01,8.64,7.03,0.43,-0.16,0.18,-4.84,8.82,7.20,8.21
6745.80,8.52,6.54,0.54,-0.27,0.30,-4.67,8.82,6.84,7.98
6813.26,8.35,5.97,0.65,-0.41,0.46,-4.51,8.81,6.43,7.70
6881.39,8.14,5.35,0.76,-0.60,0.65,-4.34,8.79,6.00,7.38
6950.21,7.89,4.71,0.86,-0.84,0.87,-4.18,8.76,5.58,7.03
7019.71,7.60,4.06,0.92,-1.11,1.13,-4.01,8.73,5.20,6.68
7089.91,7.28,3.44,0.96,-1.41,1.42,-3.84,8.70,4.85,6.32
7160.81,6.92,2.84,0.94,-1.73,1.72,-3.68,8.64,4.56,5.98
7232.41,6.51,2.29,0.87,-2.04,2.02,-3.51,8.53,4.31,5.64
7304.74,6.05,1.79,0.73,-2.35,2.32,-3.35,8.37,4.11,5.32
7377.79,5.54,1.33,0.52,-2.64,2.61,-3.19,8.15,3.94,5.02
7451.56,4.95,0.91,0.22,-2.91,2.89,-3.02,7.84,3.80,4.73
7526.08,4.31,0.53,-0.15,-3.16,3.14,-2.86,7.45,3.67,4.46
7601.34,3.59,0.18,-0.62,-3.39,3.38,-2.70,6.97,3.56,4.21
7677.35,2.81,-0.16,-1.16,-3.60,3.60,-2.54,6.41,3.44,3.97
7754.13,1.98,-0.48,-1.75,-3.81,3.81,-2.38,5.79,3.33,3.73
7831.67,1.10,-0.79,-2.40,-4.00,4.00,-2.22,5.10,3.22,3.50
7909.98,0.20,-1.09,-3.08,-4.19,4.19,-2.07,4.39,3.10,3.28
7989.08,-0.72,-1.40,-3.77,-4.37,4.38,-1.91,3.66,2.98,3.05
8068.98,-1.64,-1.71,-4.46,-4.55,4.56,-1.76,2.92,2.85,2.82
8149.67,-2.56,-2.02,-5.16,-4.73,4.74,-1.61,2.18,2.72,2.60
8231.16,-3.46,-2.33,-5.82,-4.91,4.91,-1.46,1.45,2.59,2.36
8313.47,-4.33,-2.64,-6.46,-5.08,5.08,-1.31,0.75,2.45,2.12
8396.61,-5.18,-2.94,-7.07,-5.25,5.25,-1.17,0.07,2.30,1.89
8480.57,-5.99,-3.25,-7.64,-5.41,5.40,-1.02,-0.59,2.16,1.65
8565.38,-6.77,-3.54,-8.19,-5.55,5.55,-0.88,-1.22,2.01,1.42
8651.03,-7.50,-3.83,-8.69,-5.69,5.69,-0.74,-1.81,1.86,1.19
8737.54,-8.21,-4.11,-9.17,-5.81,5.81,-0.60,-2.40,1.70,0.96
8824.92,-8.87,-4.37,-9.60,-5.92,5.91,-0.46,-2.96,1.54,0.73
8913.17,-9.50,-4.63,-10.01,-6.02,6.01,-0.32,-3.49,1.38,0.51
9002.30,-10.09,-4.87,-10.38,-6.10,6.09,-0.19,-4.00,1.21,0.29
9092.32,-10.65,-5.11,-10.72,-6.17,6.16,-0.05,-4.49,1.05,0.07
