frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
464.07,-0.67,-0.67,2.52,2.52,-2.52,-5.32,-3.19,-3.19,-3.19
468.71,-0.76,-0.76,2.41,2.41,-2.41,-5.29,-3.17,-3.17,-3.17
473.40,-0.85,-0.85,2.30,2.30,-2.30,-5.25,-3.15,-3.15,-3.15
478.13,-0.93,-0.93,2.19,2.20,-2.20,-5.22,-3.13,-3.13,-3.12
482.91,-1.00,-1.00,2.10,2.10,-2.10,-5.18,-3.10,-3.11,-3.10
487.74,-1.07,-1.07,2.01,2.01,-2.01,-5.15,-3.08,-3.08,-3.08
492.62,-1.13,-1.13,1.92,1.92,-1.93,-5.12,-3.06,-3.06,-3.05
497.55,-1.19,-1.19,1.84,1.84,-1.84,-5.09,-3.03,-3.03,-3.03
502.52,-1.24,-1.24,1.77,1.77,-1.76,-5.07,-3.00,-3.01,-3.01
507.55,-1.29,-1.29,1.69,1.69,-1.69,-5.04,-2.98,-2.98,-2.98
512.62,-1.34,-1.34,1.62,1.62,-1.62,-5.02,-2.96,-2.96,-2.96
517.75,-1.39,-1.39,1.54,1.55,-1.54,-5.00,-2.93,-2.93,-2.93
522.93,-1.43,-1.43,1.48,1.48,-1.47,-4.98,-2.90,-2.91,-2.91
528.16,-1.48,-1.48,1.41,1.41,-1.40,-4.96,-2.88,-2.88,-2.89
533.44,-1.52,-1.52,1.34,1.34,-1.33,-4.94,-2.85,-2.85,-2.86
538.77,-1.56,-1.56,1.27,1.27,-1.27,-4.92,-2.83,-2.83,-2.83
544.16,-1.60,-1.60,1.21,1.21,-1.20,-4.91,-2.80,-2.81,-2.81
549.60,-1.64,-1.64,1.14,1.15,-1.15,-4.90,-2.79,-2.78,-2.78
555.10,-1.67,-1.67,1.09,1.09,-1.09,-4.88,-2.76,-2.76,-2.76
560.65,-1.69,-1.69,1.04,1.04,-1.05,-4.87,-2.74,-2.74,-2.73
566.25,-1.70,-1.70,1.01,1.01,-1.01,-4.86,-2.71,-2.71,-2.71
571.92,-1.70,-1.70,0.98,0.99,-0.99,-4.86,-2.69,-2.69,-2.68
577.64,-1.68,-1.68,0.98,0.97,-0.98,-4.85,-2.66,-2.66,-2.66
583.41,-1.66,-1.66,0.97,0.98,-0.98,-4.85,-2.64,-2.64,-2.63
589.25,-1.62,-1.62,0.99,0.99,-1.00,-4.84,-2.62,-2.62,-2.61
595.14,-1.57,-1.57,1.01,1.02,-1.02,-4.84,-2.59,-2.59,-2.58
601.09,-1.50,-1.50,1.06,1.06,-1.06,-4.84,-2.56,-2.56,-2.56
607.10,-1.43,-1.43,1.11,1.10,-1.10,-4.84,-2.53,-2.53,-2.54
613.17,-1.36,-1.36,1.15,1.16,-1.15,-4.84,-2.51,-2.51,-2.51
619.30,-1.28,-1.28,1.21,1.21,-1.21,-4.84,-2.49,-2.49,-2.49
625.50,-1.19,-1.19,1.28,1.27,-1.27,-4.85,-2.46,-2.47,-2.47
631.75,-1.11,-1.11,1.33,1.34,-1.34,-4.85,-2.45,-2.44,-2.44
638.07,-1.02,-1.02,1.40,1.40,-1.40,-4.86,-2.42,-2.42,-2.42
644.45,-0.93,-0.93,1.47,1.47,-1.47,-4.86,-2.40,-2.40,-2.40
650.89,-0.84,-0.84,1.54,1.54,-1.53,-4.87,-2.37,-2.37,-2.38
657.40,-0.75,-0.75,1.60,1.60,-1.60,-4.88,-2.35,-2.35,-2.35
663.98,-0.67,-0.67,1.66,1.66,-1.66,-4.89,-2.33,-2.33,-2.33
670.62,-0.59,-0.59,1.72,1.72,-1.72,-4.90,-2.31,-2.31,-2.31
677.32,-0.51,-0.51,1.78,1.78,-1.78,-4.91,-2.29,-2.29,-2.29
684.10,-0.43,-0.44,1.84,1.84,-1.83,-4.92,-2.26,-2.27,-2.27
690.94,-0.37,-0.37,1.88,1.88,-1.88,-4.94,-2.25,-2.25,-2.25
697.85,-0.30,-0.30,1.93,1.93,-1.93,-4.95,-2.23,-2.23,-2.23
704.83,-0.24,-0.24,1.97,1.97,-1.97,-4.96,-2.21,-2.21,-2.21
711.87,-0.18,-0.18,2.01,2.01,-2.01,-4.98,-2.19,-2.19,-2.19
718.99,-0.13,-0.13,2.04,2.04,-2.05,-4.99,-2.18,-2.17,-2.17
726.18,-0.08,-0.08,2.07,2.08,-2.08,-5.01,-2.16,-2.16,-2.15
733.44,-0.03,-0.03,2.11,2.10,-2.10,-5.02,-2.13,-2.14,-2.14
740.78,0.01,0.01,2.13,2.13,-2.13,-5.04,-2.12,-2.12,-2.12
748.19,0.05,0.05,2.15,2.15,-2.14,-5.05,-2.09,-2.10,-2.10
755.67,0.08,0.08,2.16,2.16,-2.16,-5.07,-2.08,-2.08,-2.08
763.23,0.10,0.10,2.16,2.17,-2.16,-5.08,-2.06,-2.06,-2.07
770.86,0.12,0.12,2.17,2.17,-2.17,-5.10,-2.05,-2.05,-2.05
778.57,0.13,0.13,2.16,2.16,-2.16,-5.11,-2.03,-2.03,-2.03
786.35,0.14,0.14,2.15,2.16,-2.16,-5.12,-2.02,-2.01,-2.01
794.22,0.15,0.15,2.15,2.14,-2.15,-5.14,-2.00,-2.00,-2.00
802.16,0.15,0.15,2.13,2.13,-2.13,-5.15,-1.98,-1.98,-1.98
810.18,0.15,0.15,2.11,2.12,-2.12,-5.16,-1.97,-1.96,-1.96
818.28,0.15,0.15,2.10,2.10,-2.10,-5.18,-1.95,-1.95,-1.95
826.46,0.15,0.15,2.08,2.08,-2.08,-5.19,-1.93,-1.93,-1.93
834.73,0.14,0.14,2.05,2.06,-2.06,-5.20,-1.92,-1.92,-1.91
843.08,0.14,0.14,2.04,2.04,-2.04,-5.21,-1.90,-1.90,-1.90
851.51,0.13,0.13,2.01,2.01,-2.01,-5.21,-1.88,-1.88,-1.88
860.02,0.13,0.13,1.99,1.99,-1.99,-5.22,-1.86,-1.86,-1.86
868.62,0.12,0.12,1.97,1.97,-1.96,-5.22,-1.84,-1.84,-1.85
877.31,0.11,0.11,1.94,1.94,-1.94,-5.23,-1.83,-1.83,-1.83
886.08,0.10,0.10,1.91,1.91,-1.91,-5.23,-1.81,-1.81,-1.81
894.94,0.09,0.09,1.88,1.88,-1.88,-5.23,-1.79,-1.79,-1.79
903.89,0.08,0.08,1.85,1.85,-1.85,-5.23,-1.77,-1.77,-1.77
912.93,0.07,0.07,1.82,1.82,-1.82,-5.22,-1.75,-1.75,-1.75
922.06,0.06,0.06,1.79,1.79,-1.78,-5.22,-1.72,-1.72,-1.73
931.28,0.05,0.05,1.75,1.75,-1.75,-5.21,-1.70,-1.70,-1.70
940.59,0.03,0.03,1.71,1.71,-1.71,-5.20,-1.68,-1.68,-1.68
950.00,0.02,0.02,1.67,1.68,-1.68,-5.18,-1.66,-1.65,-1.65
959.50,0.02,0.01,1.65,1.64,-1.64,-5.17,-1.62,-1.63,-1.63
969.09,0.01,0.01,1.61,1.61,-1.61,-5.15,-1.60,-1.60,-1.60
978.78,-0.00,0.00,1.57,1.57,-1.57,-5.12,-1.57,-1.57,-1.57
988.57,-0.00,-0.00,1.54,1.54,-1.54,-5.10,-1.54,-1.54,-1.54
998.46,-0.00,-0.00,1.51,1.51,-1.51,-5.07,-1.51,-1.51,-1.51
1008.44,0.00,0.00,1.47,1.48,-1.48,-5.04,-1.48,-1.48,-1.47
1018.53,0.01,0.01,1.45,1.45,-1.45,-5.00,-1.44,-1.44,-1.44
1028.71,0.01,0.01,1.41,1.42,-1.42,-4.96,-1.41,-1.40,-1.40
1039.00,0.02,0.02,1.39,1.39,-1.39,-4.92,-1.37,-1.37,-1.37
1049.39,0.03,0.03,1.36,1.36,-1.36,-4.88,-1.33,-1.33,-1.33
1059.88,0.04,0.04,1.33,1.33,-1.33,-4.83,-1.29,-1.29,-1.29
1070.48,0.05,0.05,1.29,1.29,-1.29,-4.77,-1.24,-1.24,-1.24
1081.19,0.06,0.06,1.26,1.26,-1.26,-4.72,-1.20,-1.20,-1.20
1092.00,0.07,0.07,1.23,1.23,-1.23,-4.66,-1.16,-1.16,-1.16
1102.92,0.08,0.08,1.19,1.19,-1.19,-4.59,-1.11,-1.11,-1.11
1113.95,0.08,0.08,1.15,1.15,-1.15,-4.52,-1.07,-1.06,-1.07
1125.09,0.09,0.09,1.11,1.10,-1.11,-4.45,-1.02,-1.02,-1.02
1136.34,0.09,0.09,1.06,1.06,-1.06,-4.38,-0.97,-0.97,-0.97
1147.70,0.09,0.09,1.01,1.01,-1.01,-4.29,-0.92,-0.92,-0.92
1159.18,0.10,0.09,0.97,0.96,-0.96,-4.21,-0.86,-0.87,-0.87
1170.77,0.09,0.09,0.91,0.91,-0.91,-4.12,-0.82,-0.82,-0.82
1182.48,0.09,0.09,0.86,0.86,-0.86,-4.04,-0.77,-0.77,-0.77
1194.30,0.09,0.09,0.81,0.80,-0.80,-3.94,-0.71,-0.72,-0.72
1206.25,0.08,0.08,0.74,0.75,-0.75,-3.84,-0.67,-0.66,-0.66
1218.31,0.08,0.08,0.69,0.69,-0.69,-3.74,-0.61,-0.61,-0.61
1230.49,0.07,0.07,0.63,0.63,-0.62,-3.64,-0.55,-0.55,-0.56
1242.80,0.06,0.06,0.56,0.56,-0.56,-3.53,-0.50,-0.50,-0.50
1255.22,0.05,0.05,0.50,0.49,-0.49,-3.42,-0.44,-0.44,-0.45
1267.78,0.03,0.03,0.42,0.42,-0.42,-3.30,-0.39,-0.39,-0.39
1280.45,0.02,0.02,0.35,0.35,-0.35,-3.19,-0.33,-0.33,-0.33
1293.26,0.01,0.01,0.28,0.28,-0.28,-3.07,-0.27,-0.28,-0.27
1306.19,-0.01,-0.01,0.21,0.21,-0.21,-2.95,-0.22,-0.22,-0.22
1319.25,-0.02,-0.02,0.14,0.14,-0.14,-2.82,-0.16,-0.16,-0.16
1332.45,-0.03,-0.03,0.07,0.07,-0.07,-2.69,-0.10,-0.10,-0.10
1345.77,-0.04,-0.04,-0.00,-0.00,0.01,-2.56,-0.03,-0.04,-0.04
1359.23,-0.06,-0.06,-0.08,-0.08,0.08,-2.43,0.02,0.02,0.02
1372.82,-0.07,-0.07,-0.15,-0.15,0.15,-2.30,0.08,0.08,0.08
1386.55,-0.08,-0.08,-0.22,-0.22,0.22,-2.16,0.14,0.14,0.14
1400.41,-0.09,-0.09,-0.29,-0.29,0.29,-2.02,0.20,0.20,0.20
1414.42,-0.10,-0.10,-0.37,-0.37,0.37,-1.89,0.27,0.27,0.27
1428.56,-0.11,-0.11,-0.44,-0.44,0.44,-1.74,0.33,0.33,0.33
1442.85,-0.12,-0.12,-0.51,-0.52,0.52,-1.60,0.40,0.39,0.39
1457.28,-0.14,-0.14,-0.60,-0.59,0.59,-1.46,0.45,0.46,0.46
1471.85,-0.15,-0.15,-0.67,-0.67,0.67,-1.31,0.52,0.52,0.52
1486.57,-0.17,-0.17,-0.76,-0.76,0.76,-1.17,0.59,0.59,0.59
1501.43,-0.19,-0.19,-0.84,-0.84,0.85,-1.02,0.66,0.66,0.65
1516.45,-0.21,-0.21,-0.93,-0.93,0.94,-0.87,0.73,0.72,0.72
1531.61,-0.24,-0.24,-1.03,-1.03,1.03,-0.72,0.79,0.79,0.79
1546.93,-0.27,-0.27,-1.13,-1.13,1.13,-0.58,0.86,0.86,0.86
1562.40,-0.30,-0.30,-1.23,-1.23,1.23,-0.43,0.93,0.93,0.93
1578.02,-0.33,-0.33,-1.33,-1.33,1.33,-0.28,1.00,1.00,1.00
1593.80,-0.37,-0.37,-1.44,-1.44,1.44,-0.13,1.07,1.07,1.07
1609.74,-0.41,-0.41,-1.56,-1.56,1.56,0.02,1.15,1.15,1.15
1625.84,-0.45,-0.45,-1.67,-1.67,1.67,0.17,1.22,1.22,1.22
1642.10,-0.49,-0.49,-1.79,-1.79,1.79,0.32,1.30,1.30,1.30
1658.52,-0.53,-0.53,-1.91,-1.91,1.91,0.47,1.38,1.38,1.38
1675.10,-0.58,-0.58,-2.03,-2.03,2.03,0.62,1.45,1.45,1.45
1691.85,-0.62,-0.62,-2.15,-2.15,2.15,0.77,1.53,1.53,1.53
1708.77,-0.66,-0.66,-2.28,-2.28,2.28,0.91,1.62,1.61,1.62
1725.86,-0.70,-0.70,-2.40,-2.40,2.40,1.06,1.70,1.70,1.70
1743.12,-0.74,-0.74,-2.53,-2.53,2.52,1.20,1.78,1.78,1.79
1760.55,-0.78,-0.78,-2.65,-2.65,2.65,1.35,1.87,1.87,1.87
1778.15,-0.81,-0.81,-2.77,-2.78,2.77,1.49,1.96,1.96,1.96
1795.94,-0.85,-0.85,-2.90,-2.90,2.90,1.63,2.05,2.05,2.05
1813.90,-0.88,-0.88,-3.03,-3.03,3.03,1.76,2.15,2.15,2.15
1832.03,-0.91,-0.91,-3.15,-3.16,3.16,1.90,2.25,2.24,2.24
1850.36,-0.95,-0.95,-3.29,-3.29,3.29,2.03,2.34,2.34,2.34
1868.86,-0.98,-0.98,-3.43,-3.43,3.42,2.17,2.44,2.44,2.45
1887.55,-1.01,-1.01,-3.56,-3.56,3.56,2.30,2.55,2.55,2.55
1906.42,-1.04,-1.04,-3.70,-3.70,3.70,2.42,2.66,2.66,2.66
1925.49,-1.07,-1.07,-3.84,-3.84,3.84,2.55,2.77,2.77,2.77
1944.74,-1.11,-1.11,-3.99,-3.99,3.99,2.67,2.88,2.88,2.88
1964.19,-1.14,-1.14,-4.14,-4.14,4.14,2.78,3.00,3.00,3.00
1983.83,-1.18,-1.18,-4.30,-4.29,4.29,2.90,3.11,3.12,3.12
2003.67,-1.21,-1.21,-4.45,-4.45,4.45,3.01,3.24,3.24,3.24
2023.71,-1.25,-1.25,-4.61,-4.61,4.61,3.11,3.36,3.36,3.36
2043.94,-1.29,-1.29,-4.77,-4.77,4.77,3.21,3.48,3.48,3.48
2064.38,-1.32,-1.32,-4.93,-4.93,4.93,3.31,3.61,3.61,3.61
2085.03,-1.36,-1.36,-5.09,-5.09,5.09,3.40,3.73,3.73,3.73
2105.88,-1.40,-1.40,-5.25,-5.25,5.25,3.49,3.85,3.86,3.85
2126.94,-1.44,-1.44,-5.42,-5.42,5.42,3.57,3.98,3.98,3.98
2148.20,-1.47,-1.47,-5.57,-5.58,5.58,3.65,4.11,4.10,4.10
2169.69,-1.51,-1.51,-5.74,-5.73,5.73,3.72,4.22,4.23,4.23
2191.38,-1.54,-1.54,-5.89,-5.89,5.89,3.79,4.35,4.35,4.35
2213.30,-1.58,-1.58,-6.04,-6.04,6.04,3.85,4.46,4.46,4.46
2235.43,-1.61,-1.61,-6.19,-6.19,6.19,3.91,4.58,4.58,4.58
2257.78,-1.63,-1.63,-6.32,-6.33,6.33,3.95,4.70,4.69,4.69
2280.36,-1.66,-1.66,-6.46,-6.46,6.46,4.00,4.80,4.80,4.80
2303.17,-1.68,-1.68,-6.59,-6.59,6.59,4.03,4.91,4.91,4.91
2326.20,-1.70,-1.70,-6.71,-6.72,6.71,4.06,5.01,5.01,5.01
2349.46,-1.72,-1.72,-6.83,-6.83,6.83,4.09,5.11,5.11,5.11
2372.95,-1.73,-1.73,-6.94,-6.93,6.93,4.10,5.20,5.21,5.21
2396.68,-1.73,-1.74,-7.03,-7.03,7.03,4.11,5.30,5.30,5.30
2420.65,-1.74,-1.74,-7.13,-7.12,7.12,4.12,5.38,5.39,5.39
2444.86,-1.74,-1.74,-7.21,-7.21,7.21,4.11,5.47,5.47,5.47
2469.31,-1.73,-1.73,-7.28,-7.28,7.28,4.10,5.55,5.55,5.55
2494.00,-1.72,-1.72,-7.35,-7.35,7.35,4.09,5.63,5.63,5.63
2518.94,-1.71,-1.71,-7.41,-7.41,7.41,4.07,5.70,5.70,5.70
2544.13,-1.69,-1.69,-7.46,-7.46,7.46,4.04,5.77,5.77,5.77
2569.57,-1.67,-1.67,-7.51,-7.51,7.51,4.00,5.84,5.84,5.84
2595.27,-1.64,-1.64,-7.54,-7.55,7.54,3.96,5.90,5.90,5.90
2621.22,-1.61,-1.61,-7.58,-7.58,7.58,3.91,5.97,5.97,5.97
2647.43,-1.57,-1.57,-7.60,-7.60,7.60,3.86,6.03,6.03,6.03
2673.90,-1.53,-1.53,-7.62,-7.62,7.62,3.80,6.09,6.09,6.09
2700.64,-1.48,-1.48,-7.63,-7.63,7.63,3.74,6.15,6.15,6.15
2727.65,-1.43,-1.43,-7.64,-7.64,7.64,3.67,6.21,6.21,6.21
2754.93,-1.38,-1.38,-7.65,-7.65,7.65,3.59,6.27,6.27,6.27
2782.48,-1.32,-1.32,-7.64,-7.65,7.65,3.51,6.33,6.33,6.32
2810.30,-1.27,-1.26,-7.65,-7.64,7.64,3.43,6.37,6.38,6.38
2838.40,-1.20,-1.20,-7.63,-7.64,7.64,3.34,6.44,6.43,6.43
2866.79,-1.14,-1.14,-7.62,-7.63,7.63,3.24,6.49,6.48,6.48
2895.46,-1.08,-1.08,-7.61,-7.61,7.61,3.14,6.53,6.53,6.53
2924.41,-1.01,-1.01,-7.59,-7.59,7.59,3.04,6.58,6.58,6.58
2953.65,-0.94,-0.94,-7.57,-7.57,7.57,2.94,6.63,6.63,6.63
2983.19,-0.87,-0.87,-7.53,-7.53,7.54,2.83,6.67,6.67,6.66
3013.02,-0.80,-0.80,-7.50,-7.50,7.50,2.71,6.70,6.70,6.70
3043.15,-0.73,-0.73,-7.46,-7.46,7.46,2.60,6.73,6.73,6.73
3073.58,-0.66,-0.66,-7.42,-7.42,7.42,2.48,6.76,6.76,6.76
3104.32,-0.59,-0.59,-7.37,-7.37,7.37,2.36,6.78,6.78,6.78
3135.36,-0.52,-0.52,-7.31,-7.31,7.31,2.24,6.79,6.79,6.79
3166.72,-0.44,-0.44,-7.24,-7.24,7.24,2.11,6.80,6.80,6.80
3198.38,-0.37,-0.37,-7.17,-7.17,7.17,1.98,6.80,6.80,6.80
3230.37,-0.29,-0.29,-7.08,-7.09,7.09,1.85,6.80,6.80,6.79
3262.67,-0.21,-0.21,-6.99,-6.99,6.99,1.72,6.78,6.78,6.78
3295.30,-0.13,-0.13,-6.89,-6.89,6.89,1.58,6.76,6.76,6.76
3328.25,-0.04,-0.04,-6.78,-6.78,6.78,1.45,6.74,6.74,6.74
3361.53,0.05,0.05,-6.66,-6.66,6.65,1.31,6.70,6.70,6.71
3395.15,0.15,0.15,-6.52,-6.52,6.52,1.17,6.67,6.67,6.67
3429.10,0.25,0.25,-6.37,-6.37,6.37,1.03,6.62,6.62,6.62
3463.39,0.37,0.36,-6.20,-6.21,6.21,0.89,6.58,6.57,6.57
3498.03,0.48,0.48,-6.04,-6.03,6.03,0.75,6.51,6.52,6.52
3533.01,0.61,0.61,-5.85,-5.85,5.84,0.61,6.45,6.45,6.46
3568.34,0.75,0.75,-5.64,-5.64,5.64,0.47,6.39,6.39,6.39
3604.02,0.89,0.89,-5.43,-5.43,5.43,0.32,6.32,6.32,6.32
3640.06,1.05,1.05,-5.20,-5.20,5.20,0.18,6.25,6.25,6.25
3676.46,1.20,1.20,-4.97,-4.97,4.97,0.04,6.17,6.17,6.17
3713.22,1.37,1.37,-4.72,-4.72,4.72,-0.10,6.09,6.09,6.09
3750.36,1.54,1.54,-4.46,-4.47,4.46,-0.25,6.00,6.00,6.00
3787.86,1.71,1.71,-4.21,-4.20,4.20,-0.39,5.91,5.92,5.92
3825.74,1.89,1.89,-3.94,-3.94,3.93,-0.53,5.82,5.82,5.83
3864.00,2.07,2.07,-3.67,-3.67,3.66,-0.67,5.73,5.73,5.74
3902.64,2.25,2.25,-3.39,-3.39,3.39,-0.81,5.64,5.64,5.64
3941.66,2.43,2.43,-3.12,-3.11,3.11,-0.95,5.54,5.54,5.55
3981.08,2.61,2.61,-2.84,-2.84,2.84,-1.09,5.45,5.45,5.45
4020.89,2.78,2.78,-2.57,-2.57,2.57,-1.23,5.35,5.35,5.35
4061.10,2.94,2.94,-2.31,-2.31,2.31,-1.37,5.25,5.25,5.25
4101.71,3.09,3.09,-2.06,-2.07,2.07,-1.50,5.16,5.15,5.15
4142.73,3.22,3.22,-1.83,-1.83,1.83,-1.63,5.05,5.05,5.05
4184.15,3.33,3.33,-1.62,-1.62,1.62,-1.77,4.95,4.96,4.95
4226.00,3.43,3.43,-1.42,-1.43,1.43,-1.89,4.86,4.86,4.85
4268.26,3.50,3.50,-1.26,-1.26,1.27,-2.02,4.77,4.76,4.76
4310.94,3.54,3.54,-1.12,-1.12,1.13,-2.15,4.67,4.67,4.66
4354.05,3.55,3.55,-1.01,-1.01,1.02,-2.27,4.57,4.57,4.56
4397.59,3.53,3.53,-0.93,-0.93,0.95,-2.39,4.48,4.48,4.46
4441.56,3.48,3.48,-0.89,-0.89,0.91,-2.50,4.39,4.39,4.37
4485.98,3.40,3.40,-0.87,-0.88,0.90,-2.62,4.30,4.30,4.27
4530.84,3.29,3.29,-0.89,-0.89,0.92,-2.73,4.21,4.21,4.18
4576.15,3.16,3.16,-0.93,-0.93,0.95,-2.83,4.11,4.11,4.09
4621.91,3.01,3.01,-0.99,-1.00,1.00,-2.94,4.01,4.01,4.00
4668.13,2.85,2.85,-1.06,-1.06,1.05,-3.03,3.90,3.90,3.91
4714.81,2.70,2.71,-1.13,-1.12,1.09,-3.13,3.79,3.80,3.83
4761.96,2.59,2.59,-1.16,-1.15,1.13,-3.22,3.72,3.72,3.75
4809.58,2.51,2.51,-1.15,-1.16,1.14,-3.30,3.65,3.64,3.66
4857.67,2.45,2.45,-1.14,-1.13,1.12,-3.38,3.57,3.57,3.59
4906.25,2.43,2.43,-1.08,-1.08,1.08,-3.46,3.51,3.50,3.51
4955.31,2.43,2.43,-1.01,-1.01,1.00,-3.53,3.43,3.43,3.44
5004.87,2.46,2.46,-0.91,-0.90,0.89,-3.60,3.35,3.35,3.37
5054.91,2.52,2.52,-0.78,-0.78,0.76,-3.65,3.28,3.28,3.30
5105.46,2.61,2.61,-0.62,-0.62,0.61,-3.71,3.22,3.22,3.23
5156.52,2.73,2.73,-0.44,-0.44,0.45,-3.76,3.18,3.17,3.17
5208.08,2.86,2.86,-0.25,-0.24,0.27,-3.80,3.13,3.13,3.11
5260.16,3.01,3.01,-0.04,-0.04,0.08,-3.83,3.09,3.09,3.05
5312.77,3.15,3.14,0.16,0.15,-0.11,-3.87,3.04,3.03,2.99
5365.89,3.28,3.28,0.34,0.34,-0.32,-3.89,2.96,2.96,2.94
5419.55,3.42,3.43,0.53,0.54,-0.55,-3.91,2.87,2.88,2.89
5473.75,3.60,3.61,0.76,0.76,-0.79,-3.92,2.81,2.82,2.84
5528.49,3.82,3.83,1.02,1.02,-1.05,-3.93,2.77,2.77,2.80
5583.77,4.08,4.08,1.32,1.32,-1.35,-3.92,2.73,2.74,2.76
5639.61,4.37,4.37,1.65,1.65,-1.67,-3.92,2.70,2.70,2.72
5696.00,4.68,4.69,2.00,2.00,-2.03,-3.90,2.65,2.66,2.68
5752.96,5.03,5.03,2.38,2.39,-2.41,-3.88,2.62,2.63,2.65
5810.49,5.41,5.41,2.80,2.79,-2.81,-3.86,2.60,2.60,2.61
5868.60,5.81,5.80,3.23,3.21,-3.22,-3.83,2.59,2.57,2.58
5927.28,6.21,6.19,3.65,3.63,-3.64,-3.79,2.57,2.56,2.56
5986.56,6.61,6.58,4.08,4.04,-4.04,-3.75,2.57,2.54,2.53
6046.42,7.00,6.95,4.49,4.42,-4.42,-3.69,2.58,2.53,2.51
6106.89,7.37,7.28,4.88,4.77,-4.76,-3.64,2.61,2.51,2.49
6167.96,7.70,7.56,5.23,5.07,-5.06,-3.58,2.64,2.50,2.47
6229.64,7.99,7.79,5.53,5.31,-5.30,-3.52,2.69,2.49,2.46
6291.93,8.24,7.95,5.79,5.48,-5.46,-3.44,2.78,2.49,2.45
6354.85,8.44,8.04,6.00,5.57,-5.55,-3.37,2.89,2.49,2.44
6418.40,8.59,8.04,6.16,5.57,-5.54,-3.29,3.05,2.50,2.43
6482.58,8.70,7.94,6.27,5.47,-5.43,-3.20,3.27,2.51,2.43
6547.41,8.73,7.74,6.30,5.28,-5.22,-3.11,3.51,2.51,2.43
6612.88,8.71,7.43,6.28,4.97,-4.92,-3.02,3.79,2.51,2.43
6679.01,8.64,7.03,6.21,4.57,-4.53,-2.92,4.11,2.50,2.43
6745.80,8.52,6.54,6.09,4.09,-4.05,-2.82,4.47,2.48,2.43
6813.26,8.35,5.97,5.91,3.54,-3.52,-2.72,4.83,2.45,2.44
6881.39,8.14,5.35,5.69,2.94,-2.95,-2.61,5.19,2.40,2.45
6950.21,7.89,4.71,5.44,2.33,-2.36,-2.50,5.53,2.35,2.45
7019.71,7.60,4.06,5.14,1.72,-1.76,-2.38,5.84,2.30,2.46
7089.91,7.28,3.44,4.81,1.14,-1.19,-2.26,6.09,2.24,2.47
7160.81,6.92,2.84,4.44,0.60,-0.65,-2.15,6.27,2.19,2.48
7232.41,6.51,2.29,4.02,0.11,-0.16,-2.02,6.35,2.14,2.49
7304.74,6.05,1.79,3.55,-0.33,0.29,-1.90,6.34,2.08,2.50
7377.79,5.54,1.33,3.04,-0.72,0.69,-1.77,6.23,2.02,2.50
7451.56,4.95,0.91,2.44,-1.06,1.05,-1.64,6.00,1.96,2.51
7526.08,4.31,0.53,1.80,-1.37,1.37,-1.50,5.68,1.90,2.51
7601.34,3.59,0.18,1.09,-1.65,1.66,-1.37,5.25,1.83,2.50
7677.35,2.81,-0.16,0.32,-1.91,1.92,-1.23,4.73,1.77,2.49
7754.13,1.98,-0.48,-0.49,-2.16,2.17,-1.09,4.15,1.69,2.47
7831.67,1.10,-0.79,-1.34,-2.40,2.41,-0.95,3.51,1.62,2.44
7909.98,0.20,-1.09,-2.20,-2.63,2.64,-0.81,2.84,1.55,2.40
7989.08,-0.72,-1.40,-3.07,-2.86,2.87,-0.67,2.15,1.47,2.35
8068.98,-1.64,-1.71,-3.93,-3.09,3.10,-0.52,1.46,1.40,2.29
8149.67,-2.56,-2.02,-4.78,-3.33,3.34,-0.38,0.78,1.32,2.22
8231.16,-3.46,-2.33,-5.60,-3.56,3.57,-0.23,0.11,1.24,2.14
8313.47,-4.33,-2.64,-6.38,-3.79,3.80,-0.08,-0.53,1.16,2.05
8396.61,-5.18,-2.94,-7.13,-4.03,4.03,0.07,-1.15,1.08,1.95
8480.57,-5.99,-3.25,-7.84,-4.25,4.25,0.22,-1.74,1.00,1.85
8565.38,-6.77,-3.54,-8.50,-4.47,4.46,0.37,-2.31,0.92,1.73
8651.03,-7.50,-3.83,-9.11,-4.67,4.67,0.52,-2.83,0.84,1.61
8737.54,-8.21,-4.11,-9.70,-4.87,4.86,0.67,-3.35,0.76,1.49
8824.92,-8.87,-4.37,-10.23,-5.05,5.05,0.82,-3.82,0.67,1.36
8913.17,-9.50,-4.63,-10.72,-5.23,5.22,0.98,-4.28,0.59,1.22
9002.30,-10.09,-4.87,-11.18,-5.39,5.38,1.13,-4.71,0.50,1.09
9092.32,-10.65,-5.11,-11.60,-5.54,5.53,1.28,-5.12,0.42,0.95
9183.25,-11.18,-5.34,-11.99,-5.68,5.68,1.44,-5.50,0.33,0.81
9275.08,-11.68,-5.58,-12.35,-5.83,5.82,1.59,-5.86,0.25,0.67
9367.83,-12.13,-5.81,-12.65,-5.97,5.97,1.74,-6.16,0.16,0.52
9461.51,-12.55,-6.05,-12.93,-6.12,6.14,1.89,-6.41,0.08,0.38
9556.12,-12.93,-6.31,-13.16,-6.29,6.32,2.04,-6.61,0.00,0.23
9651.68,-13.26,-6.60,-13.34,-6.48,6.51,2.19,-6.75,-0.08,0.08
9748.20,-13.55,-6.90,-13.48,-6.69,6.73,2.34,-6.82,-0.17,-0.07
9845.68,-13.80,-7.22,-13.58,-6.91,6.96,2.49,-6.84,-0.26,-0.22
